user ID,item ID,timestamp
112,35263,1384992000
112,6697,1384992000
113,42180,1384473600
113,20223,1384473600
114,39687,1384300800
114,18101,1384300800
115,50925,1383350400
115,10204,1383350400
115,8867,1383350400
116,26814,1383091200
116,54326,1383091200
116,23845,1383091200
117,642,1382140800
117,23655,1382140800
117,8180,1382140800
118,26673,1381363200
118,24824,1381363200
118,38368,1381363200
119,12216,1380672000
119,296,1380672000
119,13372,1380672000
120,3152,1380153600
120,33922,1380153600
120,6477,1380153600
121,42291,1379635200
121,47669,1379635200
121,45388,1379635200
121,42291,1379635200
121,47669,1379635200
121,47669,1379635200
121,42291,1379635200
121,45388,1379635200
121,20777,1402963200
121,40506,1402963200
121,9131,1402963200
121,20777,1402963200
121,11027,1402963200
121,13583,1402963200
121,47955,1402963200
122,4945,1378771200
122,6458,1378771200
122,36277,1378771200
122,4945,1378771200
122,6458,1378771200
123,19489,1378166400
123,41220,1378166400
123,50489,1378166400
124,17309,1377993600
124,11671,1377993600
124,2560,1377993600
124,2560,1377993600
124,17309,1377993600
125,44726,1377820800
125,32037,1377820800
125,15142,1377820800
126,50942,1377388800
126,47023,1377388800
126,53634,1377388800
127,34586,1377388800
127,9926,1377388800
127,47097,1377388800
127,47097,1377388800
127,34586,1377388800
128,23527,1377216000
128,10309,1377216000
128,20843,1377216000
129,19330,1377129600
129,42540,1377129600
130,41935,1376784000
130,4945,1376784000
131,28870,1376352000
131,17801,1376352000
131,31824,1376352000
132,38823,1376092800
132,42790,1376092800
132,28216,1376092800
133,54090,1375660800
133,12058,1375660800
133,12058,1375660800
133,16853,1375660800
133,54090,1375660800
134,18250,1375401600
134,21540,1375401600
135,29028,1375142400
135,38366,1375142400
135,5206,1375142400
135,5206,1375142400
135,38366,1375142400
136,41713,1374883200
136,47626,1374883200
137,28805,1374278400
137,17455,1374278400
138,54678,1373414400
138,54677,1373414400
138,54676,1373414400
139,21367,1373068800
139,25971,1373068800
139,44564,1373068800
139,25971,1373068800
139,21367,1373068800
140,36604,1372723200
140,12701,1372723200
141,50200,1405987200
141,52124,1405987200
141,13425,1405987200
141,8213,1405987200
142,9081,1405555200
142,35304,1405555200
142,52030,1405555200
143,52110,1404864000
143,19162,1404864000
143,42337,1404864000
143,38763,1404864000
144,24147,1404691200
144,40456,1404691200
144,23912,1404691200
144,9033,1404691200
144,40456,1404691200
144,9033,1404691200
144,23912,1404691200
144,24147,1404691200
145,20970,1404345600
145,19791,1404345600
145,19791,1404345600
145,23214,1404345600
145,5285,1404345600
145,20970,1404345600
146,54504,1403827200
146,48118,1403827200
146,12608,1403827200
146,38209,1403827200
147,32538,1403827200
147,33866,1403827200
147,23906,1403827200
148,26810,1402790400
148,48570,1402790400
149,12222,1402444800
149,5210,1402444800
149,54680,1402444800
150,52673,1402185600
150,9452,1402185600
151,53258,1402012800
151,11760,1402012800
151,49791,1402012800
151,11760,1402012800
151,13488,1402012800
152,39003,1401753600
152,7966,1401753600
152,25982,1401753600
152,45069,1401753600
153,2534,1401667200
153,47312,1401667200
153,38150,1401667200
153,13380,1401667200
153,38150,1401667200
153,47312,1401667200
153,2534,1401667200
154,17368,1401408000
154,23344,1401408000
154,23344,1401408000
154,47841,1401408000
154,28038,1401408000
154,17368,1401408000
155,8919,1401062400
155,50101,1401062400
155,38782,1401062400
155,8919,1401062400
155,50101,1401062400
155,8919,1401062400
155,38782,1401062400
156,16870,1400976000
156,54505,1400976000
156,53902,1400976000
156,54506,1400976000
157,25689,1399939200
157,4745,1399939200
157,20933,1399939200
157,53743,1399939200
158,47290,1399507200
158,9471,1399507200
158,37223,1399507200
158,9471,1399507200
158,37223,1399507200
158,40681,1399507200
158,9471,1399507200
158,37223,1399507200
159,52824,1399507200
159,12384,1399507200
160,36970,1398902400
160,43137,1398902400
160,26204,1398902400
160,54329,1398902400
161,16878,1398902400
161,11067,1398902400
161,10079,1398902400
161,39001,1398902400
162,46675,1398816000
162,38496,1398816000
162,43289,1398816000
162,50988,1398816000
163,45809,1398729600
163,21565,1398729600
163,21565,1398729600
163,45809,1398729600
163,17687,1398729600
163,53167,1398729600
164,30013,1398124800
164,3685,1398124800
165,20320,1397952000
165,22931,1397952000
165,40092,1397952000
165,45237,1397952000
165,40092,1397952000
165,22931,1397952000
166,17273,1397520000
166,42833,1397520000
166,29625,1397520000
166,48374,1397520000
166,48374,1397520000
166,29625,1397520000
167,20243,1397347200
167,53048,1397347200
167,48962,1397347200
167,57,1397347200
168,2015,1396828800
168,54508,1396828800
168,54507,1396828800
168,54508,1396828800
168,54507,1396828800
168,26101,1396828800
169,18382,1396828800
169,47482,1396828800
169,18395,1396828800
169,49078,1396828800
170,23003,1396483200
170,14809,1396483200
170,18772,1396483200
170,50187,1396483200
170,50187,1396483200
170,23003,1396483200
171,2220,1395878400
171,48573,1395878400
172,11235,1395619200
172,18365,1395619200
172,48610,1395619200
172,11235,1395619200
172,34604,1395619200
172,2336,1395446400
172,53206,1395446400
172,29066,1395446400
172,4780,1395446400
172,54396,1395446400
172,52781,1395446400
172,42337,1395446400
173,31113,1395619200
173,46693,1395619200
174,9046,1395187200
174,47741,1395187200
174,28770,1395187200
174,19063,1395187200
174,28770,1395187200
174,47741,1395187200
174,9046,1395187200
174,28770,1395187200
174,47741,1395187200
174,19063,1395187200
174,9046,1395187200
175,3016,1394409600
175,44037,1394409600
175,37258,1394409600
175,4852,1394409600
176,4102,1394064000
176,54330,1394064000
176,25240,1394064000
176,48916,1394064000
177,5593,1393891200
177,54252,1393891200
177,23880,1393891200
177,5593,1393891200
177,54252,1393891200
177,47983,1399680000
177,36970,1399680000
177,12236,1399680000
177,51451,1399680000
177,42546,1399680000
177,306,1399680000
177,32394,1399680000
178,39777,1393891200
178,42180,1393891200
178,42180,1393891200
178,682,1393891200
178,39777,1393891200
178,54509,1393891200
179,8193,1393891200
179,18931,1393891200
179,45446,1393891200
179,8193,1393891200
179,45446,1393891200
180,18896,1393804800
180,26916,1393804800
181,27592,1393804800
181,26029,1393804800
181,28803,1393804800
181,18291,1393804800
181,28803,1393804800
181,26029,1393804800
182,26281,1393718400
182,50348,1393718400
182,42436,1393718400
182,24546,1393718400
183,33697,1393718400
183,48427,1393718400
183,44589,1393718400
183,33697,1393718400
183,48427,1393718400
183,27174,1393718400
183,44589,1393718400
184,25710,1393632000
184,39165,1393632000
185,13792,1393113600
185,8081,1393113600
186,48460,1392681600
186,1969,1392681600
186,2160,1392681600
186,48460,1392681600
186,1969,1392681600
187,54511,1392595200
187,54512,1392595200
187,35622,1392595200
187,35305,1392595200
188,35385,1392336000
188,26414,1392336000
188,48836,1392336000
188,43445,1392336000
189,26840,1392336000
189,6866,1392336000
189,54332,1392336000
189,6866,1392336000
189,44100,1392336000
189,26840,1392336000
190,11939,1392076800
190,51283,1392076800
191,49780,1391817600
191,46084,1391817600
191,17687,1391817600
191,49780,1391817600
191,7337,1391817600
191,46084,1391817600
192,12490,1391731200
192,23998,1391731200
192,41676,1391731200
192,7282,1391731200
192,41676,1391731200
192,12490,1391731200
192,7282,1391731200
192,23998,1391731200
193,24870,1391558400
193,36649,1391558400
194,47765,1391558400
194,25790,1391558400
194,6423,1391558400
194,14846,1391558400
195,46247,1391472000
195,12946,1391472000
196,32093,1391040000
196,20426,1391040000
196,40686,1391040000
196,14215,1391040000
196,14215,1391040000
196,20426,1391040000
196,40686,1391040000
196,32093,1391040000
197,22822,1390521600
197,31154,1390521600
198,43003,1390521600
198,24427,1390521600
198,31740,1390521600
198,44959,1390521600
199,44863,1390521600
199,33602,1390521600
200,35223,1390089600
200,49209,1390089600
200,6212,1390089600
200,35223,1390089600
200,49209,1390089600
201,25711,1390003200
201,17757,1390003200
201,8112,1390003200
201,29361,1390003200
201,8112,1390003200
201,17757,1390003200
201,25711,1390003200
202,45858,1389484800
202,29819,1389484800
202,27824,1389484800
202,4766,1389484800
203,28154,1389484800
203,53047,1389484800
203,18486,1389484800
203,38819,1389484800
203,38819,1389484800
203,18486,1389484800
203,53047,1389484800
204,54687,1389484800
204,47580,1389484800
204,54686,1389484800
204,54685,1389484800
205,9744,1389312000
205,2567,1389312000
205,12003,1389312000
205,38085,1389312000
206,35667,1389225600
206,45220,1389225600
207,50101,1389052800
207,31388,1389052800
207,9020,1389052800
207,28829,1389052800
208,16096,1388793600
208,9917,1388793600
208,23376,1388793600
208,9917,1388793600
208,16096,1388793600
208,1088,1388793600
209,43019,1388448000
209,54514,1388448000
210,16680,1388361600
210,16946,1388361600
211,33156,1387584000
211,29508,1387584000
211,50200,1387584000
211,50910,1387584000
211,50910,1387584000
211,29508,1387584000
212,34135,1387411200
212,54333,1387411200
212,54333,1387411200
212,9516,1387411200
212,54334,1387411200
212,34135,1387411200
213,32302,1387152000
213,16604,1387152000
213,54688,1387152000
213,9032,1387152000
214,28572,1387065600
214,32843,1387065600
214,8157,1387065600
214,32428,1387065600
214,32428,1387065600
214,32843,1387065600
214,32428,1387065600
214,32843,1387065600
214,28572,1387065600
215,1814,1386806400
215,24870,1386806400
215,25955,1386806400
215,16419,1386806400
215,1814,1386806400
215,24870,1386806400
215,25955,1386806400
215,16419,1386806400
216,15360,1386460800
216,36521,1386460800
216,12601,1386460800
216,15360,1386460800
216,36521,1386460800
217,13633,1386115200
217,37293,1386115200
217,50806,1386115200
217,47238,1386115200
218,14796,1385856000
218,40096,1385856000
218,5071,1385856000
218,5071,1385856000
218,40096,1385856000
218,14796,1385856000
218,6837,1385856000
219,15782,1385510400
219,47271,1385510400
219,11896,1385510400
219,44279,1385510400
219,11896,1385510400
219,47271,1385510400
219,15782,1385510400
220,34869,1384732800
220,33057,1384732800
220,33006,1384732800
220,41935,1384732800
221,25276,1384473600
221,41069,1384473600
221,46312,1384473600
221,44091,1384473600
222,17810,1384041600
222,17468,1384041600
222,2560,1384041600
222,17468,1384041600
222,385,1384041600
222,17810,1384041600
223,54090,1383955200
223,7522,1383955200
224,50774,1383350400
224,14980,1383350400
224,50774,1383350400
224,52124,1383350400
224,52124,1383350400
224,14980,1383350400
224,50774,1383350400
224,4700,1383350400
225,27194,1383004800
225,17513,1383004800
225,44804,1383004800
225,35896,1383004800
225,17513,1383004800
225,27194,1383004800
226,54689,1382745600
226,12580,1382745600
227,43779,1382659200
227,3124,1382659200
227,39837,1382659200
227,6922,1382659200
227,26171,1386288000
227,13924,1386288000
227,54461,1386288000
228,12673,1382572800
228,51619,1382572800
229,31758,1382400000
229,45495,1382400000
229,18962,1382400000
229,26518,1382400000
230,8455,1382227200
230,2905,1382227200
230,12343,1382227200
230,40836,1382227200
231,37953,1381536000
231,26145,1381536000
232,49752,1381536000
232,8686,1381536000
232,38621,1381536000
232,51252,1381536000
232,38621,1381536000
232,8686,1381536000
232,49752,1381536000
233,296,1381276800
233,43314,1381276800
233,33910,1381276800
233,10855,1381276800
233,10855,1381276800
233,33910,1381276800
233,296,1381276800
234,47526,1380931200
234,28361,1380931200
234,47294,1380931200
234,53873,1380931200
235,39246,1379808000
235,10967,1379808000
235,15805,1379808000
235,54338,1379808000
235,54338,1379808000
235,15805,1379808000
235,54338,1379808000
235,10967,1379808000
235,39246,1379808000
236,28336,1379635200
236,35262,1379635200
236,28336,1379635200
236,53034,1379635200
237,40027,1379548800
237,45050,1379548800
237,18650,1379548800
237,41730,1379548800
238,3973,1379462400
238,29182,1379462400
238,53901,1379462400
238,29182,1379462400
238,3973,1379462400
238,17252,1379462400
239,16946,1378944000
239,49737,1378944000
239,38118,1378944000
239,22688,1378944000
240,18650,1378598400
240,19694,1378598400
241,7683,1378339200
241,35351,1378339200
241,31899,1378339200
241,42260,1378339200
242,25577,1376611200
242,5368,1376611200
242,47982,1376611200
242,3841,1376611200
242,3841,1376611200
242,5368,1376611200
243,38427,1376352000
243,48972,1376352000
243,3186,1376352000
243,38427,1376352000
243,48972,1376352000
244,24783,1376265600
244,4820,1376265600
244,6145,1376265600
244,38313,1376265600
245,53322,1376092800
245,23134,1376092800
245,18043,1376092800
245,23134,1376092800
245,53322,1376092800
245,18050,1376092800
245,23134,1376092800
245,18043,1376092800
246,30539,1376006400
246,38166,1376006400
247,26674,1375747200
247,49153,1375747200
247,28283,1375747200
247,47971,1375747200
247,28283,1375747200
247,49153,1375747200
247,26674,1375747200
248,22227,1375401600
248,20278,1375401600
248,27449,1375401600
248,32770,1375401600
249,34008,1375315200
249,54515,1375315200
249,54516,1375315200
249,54517,1375315200
250,51071,1374969600
250,50130,1374969600
250,2961,1374969600
250,49804,1374969600
250,2961,1374969600
250,50130,1374969600
250,51071,1374969600
251,38823,1374796800
251,50130,1374796800
251,22773,1374796800
252,38691,1374192000
252,14754,1374192000
252,33131,1374192000
253,22190,1373500800
253,52693,1373500800
253,2376,1373500800
253,12774,1373500800
253,52693,1373500800
253,12774,1373500800
253,22190,1373500800
253,2376,1373500800
253,2376,1373500800
253,22190,1373500800
253,52693,1373500800
254,45823,1372809600
254,13850,1372809600
254,30841,1372809600
254,50614,1372809600
255,31521,1405641600
255,38579,1405641600
256,54340,1405468800
256,54339,1405468800
256,52517,1405468800
256,54340,1405468800
256,39763,1405468800
257,13519,1405123200
257,30975,1405123200
258,20066,1405036800
258,53530,1405036800
258,6266,1405036800
258,2763,1405036800
258,20066,1405036800
258,53530,1405036800
259,20941,1405036800
259,54518,1405036800
259,7122,1405036800
259,31784,1405036800
259,20174,1405036800
259,7122,1405036800
259,20174,1405036800
259,31784,1405036800
259,54518,1405036800
259,20941,1405036800
260,54519,1404950400
260,5288,1404950400
260,15571,1404950400
260,23979,1404950400
260,7002,1404950400
260,15571,1404950400
261,38368,1404864000
261,16413,1404864000
262,49145,1404777600
262,10254,1404777600
262,14295,1404777600
262,32053,1404777600
263,46186,1404691200
263,2183,1404691200
263,16052,1404691200
263,50856,1404691200
263,24373,1404691200
264,22450,1404518400
264,9315,1404518400
264,9315,1404518400
264,47640,1404518400
264,34901,1404518400
264,22450,1404518400
264,40412,1404518400
264,47640,1404518400
264,9315,1404518400
264,40412,1404518400
264,34901,1404518400
264,47640,1404518400
265,5223,1404432000
265,42436,1404432000
265,20817,1404432000
265,9033,1404432000
265,44080,1404432000
265,9033,1404432000
265,42436,1404432000
266,14995,1403308800
266,61,1403308800
266,2560,1403308800
266,26423,1403308800
266,2464,1403308800
267,15529,1403049600
267,38886,1403049600
267,20127,1403049600
267,35909,1403049600
267,42480,1403049600
268,54206,1402704000
268,41870,1402704000
268,19085,1402704000
268,48368,1402704000
268,19720,1402704000
268,19085,1402704000
268,41870,1402704000
268,54206,1402704000
269,53956,1402099200
269,33380,1402099200
269,49155,1402099200
269,25073,1402099200
269,3827,1402099200
269,53956,1402099200
269,49155,1402099200
269,33380,1402099200
269,25073,1402099200
269,3827,1402099200
270,36865,1401926400
270,11921,1401926400
270,42180,1401926400
270,46418,1401926400
270,42180,1401926400
270,40568,1401926400
271,46966,1401926400
271,6810,1401926400
271,8826,1401926400
271,19585,1401926400
271,12180,1401926400
271,19585,1401926400
271,8826,1401926400
272,15134,1401580800
272,25504,1401580800
273,34604,1401235200
273,39792,1401235200
273,15172,1401235200
273,34604,1401235200
273,15172,1401235200
274,39777,1401148800
274,45110,1401148800
274,336,1401148800
274,54520,1401148800
274,54520,1401148800
274,336,1401148800
274,45110,1401148800
274,39777,1401148800
274,54521,1401148800
275,46307,1400976000
275,22642,1400976000
275,45050,1400976000
275,26137,1400976000
276,10622,1400976000
276,4438,1400976000
276,34454,1400976000
276,30760,1400976000
276,4438,1400976000
276,10622,1400976000
276,6697,1400976000
276,30760,1400976000
276,34454,1400976000
277,44327,1400889600
277,31590,1400889600
278,3388,1400544000
278,21575,1400544000
278,19055,1400544000
278,54342,1400544000
278,11039,1400544000
278,11039,1400544000
278,19055,1400544000
278,21575,1400544000
278,3388,1400544000
278,25907,1396224000
278,11808,1396224000
278,38295,1396224000
278,9493,1396224000
278,54523,1396224000
279,22721,1400112000
279,45423,1400112000
279,31648,1400112000
279,53900,1400112000
279,22721,1400112000
279,45423,1400112000
279,22721,1400112000
279,45423,1400112000
280,43408,1400112000
280,31410,1400112000
280,25950,1400112000
280,8707,1400112000
280,54343,1400112000
281,42046,1400025600
281,30198,1400025600
281,6319,1400025600
281,24291,1400025600
281,2049,1400025600
282,14764,1398816000
282,23976,1398816000
282,50518,1398816000
282,12180,1398816000
282,40128,1398816000
282,12180,1398816000
282,14764,1398816000
282,40128,1398816000
282,50518,1398816000
282,23976,1398816000
283,48734,1398816000
283,40298,1398816000
283,33346,1398816000
283,967,1398816000
283,40412,1398816000
283,967,1398816000
283,33346,1398816000
283,40298,1398816000
284,27473,1398729600
284,44976,1398729600
284,6730,1398729600
284,13430,1398729600
284,13430,1398729600
284,6730,1398729600
284,44976,1398729600
284,27473,1398729600
284,22622,1398729600
285,30110,1398729600
285,51889,1398729600
285,54344,1398729600
285,54344,1398729600
285,13430,1398729600
285,51889,1398729600
285,30110,1398729600
285,1397,1398729600
286,54253,1398729600
286,16169,1398729600
286,44353,1398729600
286,4861,1398729600
286,54253,1398729600
286,44353,1398729600
287,22548,1397347200
287,3965,1397347200
287,23063,1397347200
287,52554,1397347200
287,22548,1397347200
287,52554,1397347200
287,10669,1397347200
287,23063,1397347200
288,34907,1396656000
288,2638,1396656000
288,47975,1396656000
288,30206,1396656000
288,7969,1396656000
289,21542,1396396800
289,49834,1396396800
289,47563,1396396800
289,19862,1396396800
290,16497,1396310400
290,14155,1396310400
290,15468,1396310400
290,16497,1396310400
290,14155,1396310400
290,15909,1396310400
290,15468,1396310400
291,5330,1395878400
291,23555,1395878400
291,51615,1395878400
291,3763,1395878400
291,19133,1395878400
292,54524,1395619200
292,17496,1395619200
292,12542,1395619200
292,36610,1395619200
292,12542,1395619200
293,37438,1395187200
293,40977,1395187200
293,21022,1395187200
293,2413,1395187200
293,29816,1395187200
293,29816,1395187200
293,37438,1395187200
293,2413,1395187200
293,21022,1395187200
293,40977,1395187200
294,28022,1395187200
294,47484,1395187200
294,16708,1395187200
294,47484,1395187200
294,28022,1395187200
294,1152,1395187200
294,22722,1395187200
295,38484,1395187200
295,31192,1395187200
295,54525,1395187200
295,31626,1395187200
295,2208,1395187200
296,17123,1394755200
296,8041,1394755200
296,30647,1394755200
296,31648,1394755200
296,21114,1394755200
296,8041,1394755200
296,30647,1394755200
296,31648,1394755200
296,21114,1394755200
297,39982,1394755200
297,14830,1394755200
297,7839,1394755200
297,42927,1394755200
298,51197,1394496000
298,3522,1394496000
298,42786,1394496000
298,47076,1394496000
298,946,1394496000
299,29091,1394409600
299,33130,1394409600
299,33130,1394409600
299,26290,1394409600
299,29091,1394409600
299,10023,1394409600
299,16560,1394409600
300,28216,1393459200
300,15977,1393459200
300,11248,1393459200
300,25510,1393459200
300,3126,1393459200
300,25510,1393459200
300,11248,1393459200
300,15977,1393459200
300,28216,1393459200
301,21798,1392940800
301,41269,1392940800
301,27391,1392940800
301,49574,1392940800
301,4091,1392940800
301,4091,1392940800
301,41269,1392940800
301,21798,1392940800
301,49574,1392940800
301,27391,1392940800
302,41546,1392595200
302,39818,1392595200
302,33881,1392595200
302,41546,1392595200
302,39818,1392595200
303,51599,1392595200
303,42632,1392595200
303,23814,1392595200
303,44997,1392595200
303,15109,1392595200
304,11629,1392508800
304,25514,1392508800
304,40367,1392508800
304,22196,1392508800
304,12409,1392508800
304,22196,1392508800
304,40367,1392508800
304,25514,1392508800
304,11629,1392508800
305,37459,1392508800
305,12067,1392508800
305,53860,1392508800
305,4027,1392508800
305,5154,1392508800
305,12067,1392508800
306,19794,1391731200
306,12490,1391731200
306,18291,1391731200
306,12490,1391731200
306,31010,1391731200
306,19794,1391731200
306,24565,1391731200
307,41329,1391731200
307,7974,1391731200
307,28485,1391731200
307,20127,1391731200
307,44662,1391731200
308,52591,1391558400
308,49708,1391558400
308,50531,1391558400
308,52591,1391558400
308,2560,1391558400
308,49708,1391558400
309,23232,1390867200
309,38033,1390867200
309,15316,1390867200
309,2862,1390867200
309,28833,1390867200
309,2862,1390867200
309,15316,1390867200
310,44843,1390780800
310,34128,1390780800
310,41565,1390780800
310,17159,1390780800
310,9982,1390780800
310,51123,1395187200
310,31685,1395187200
310,3379,1395187200
311,26692,1390348800
311,29983,1390348800
311,44691,1390348800
311,2339,1390348800
311,32104,1390348800
312,20114,1390262400
312,30493,1390262400
312,28485,1390262400
312,28941,1390262400
312,43009,1390262400
312,30493,1390262400
313,19949,1390003200
313,54274,1390003200
313,24681,1390003200
314,29406,1389830400
314,28801,1389830400
314,14890,1389830400
315,48102,1389830400
315,35177,1389830400
315,25244,1389830400
316,13650,1389657600
316,12960,1389657600
316,53940,1389657600
316,44549,1389657600
316,6667,1389657600
317,30205,1389484800
317,14835,1389484800
317,43256,1389484800
