userID,itemID
104805,3354
17736,22974
117172,32592
106049,25143
6061,10669
42313,42910
43571,23035
1731,44912
66955,4716
53056,50625
41436,49418
72679,45711
124857,14536
43571,6755
80457,53205
76697,36511
90648,51473
39734,20012
15159,6644
95756,49962
61028,36125
138230,741
33674,25143
117682,36125
105890,45933
66986,36867
6061,1557
43571,47281
98584,53757
23526,40939
138230,20012
21077,28873
42482,40051
32897,20012
2695,20012
91015,29778
27498,48013
18551,25751
36445,45220
80364,47059
58139,27437
43571,21651
20993,19939
37987,7718
61028,19939
115006,51435
60471,35089
40793,19939
44591,19939
34826,14137
115006,25751
10605,5604
22751,35089
42482,13557
43571,25263
125124,44714
90648,30340
68959,25751
36182,22775
139559,21575
42482,39102
88556,35089
115536,17128
115814,374
58139,45341
21871,50614
19846,26870
101736,51374
7494,46453
104251,18050
71957,23360
17736,6899
36182,16535
89797,8213
60814,11176
7006,16269
7006,52930
135001,30895
39831,28646
130750,8213
42482,8213
13490,30895
34076,36615
65354,21570
38980,53026
33575,48204
68196,8179
65943,20992
26539,20992
20456,20992
60814,25514
47487,13972
41319,30023
131574,39088
43571,48832
130489,50298
69040,32322
36182,42204
52751,35104
18762,8280
4303,38886
43571,35612
103461,37984
117172,41241
20040,20395
20633,15678
76697,13972
34822,13972
33435,38150
75102,844
105139,278
43571,26897
38403,15347
43571,10936
89430,3917
1731,40042
8003,46340
36182,28216
138230,42436
75102,20611
30449,52152
25088,12516
43213,31931
51923,35570
28097,16286
142358,399
131623,40229
98908,47449
60911,20611
86937,948
11428,25751
34946,25751
51923,22187
97603,24216
78866,16286
45131,26828
32650,30895
130551,53749
124673,11522
2189,17995
30356,54264
92604,2803
41131,7448
107798,46439
30449,8213
124029,8213
95756,36920
60354,13082
111211,43347
75919,26553
30588,33712
113946,347
131623,38313
132163,48218
22759,28737
81253,24283
40212,23739
62414,30366
72613,8781
107409,12740
30449,37271
68131,18050
4966,26688
5460,34819
88587,48573
71894,4785
82492,46062
60339,75
20456,15261
43213,19502
92604,19187
3448,25143
79040,439
135258,21233
43213,1623
22759,5512
2189,6996
101877,25143
107120,45711
105751,36012
30812,51837
2189,14039
81586,44896
2189,46355
51923,10746
75959,15678
72679,18782
79040,10125
44430,25751
122868,21517
85808,23284
125124,41093
142708,17866
14774,22995
99635,25778
139549,31204
62074,35604
113946,49171
20633,12638
128537,2944
51923,34458
109252,15362
2189,2924
40212,36607
22364,4355
51923,18339
78866,36125
60911,28984
44430,8448
115220,11500
82276,13972
51923,21822
82276,38579
19368,13972
45394,38579
118581,40246
81253,16701
86421,50910
109703,48289
90902,30260
82276,36511
118871,19321
113265,45530
15759,15795
56032,36511
82276,31521
127260,36675
61516,49401
56032,31521
45394,36511
81850,31388
76697,38579
76469,48428
105751,7282
122616,13972
142358,1650
142358,49227
105597,31205
116759,18188
77486,22628
96501,27479
113265,2012
84980,7225
102103,36511
78729,13768
121757,20581
77046,16426
22155,30807
76419,40246
49341,27434
53782,13988
24699,47768
106447,14215
51084,25751
104511,35304
48452,9413
7675,36756
114991,34585
33725,25751
33725,12520
113831,10171
41912,32093
8093,12865
102053,41898
62398,19939
129339,32093
2715,25751
29897,20257
58597,52761
109298,43349
14142,36199
64797,9664
116165,45711
41269,38579
77046,17924
104511,13111
57614,52030
108752,25906
107715,1498
17062,29533
101813,42903
118578,31596
71999,34832
60075,4953
50874,36156
12050,306
97405,45711
32458,52308
129339,39407
45241,20992
92873,50888
22080,41651
100523,20992
7675,32732
140787,32924
11304,16666
133217,52930
126829,52430
134153,52873
121757,6755
141707,50910
128702,10655
88155,33834
54906,46346
60207,47718
77162,51374
8048,48573
8677,12868
22080,29486
57900,13313
104511,52030
2715,50910
89797,26858
138462,33429
79799,29995
89797,50910
88847,23768
7272,33834
14137,50235
53782,25751
60207,25421
7675,42191
60163,41812
12050,30341
127888,36692
19596,23360
5106,15678
93262,41405
36676,47871
110323,3118
84424,53092
29984,13972
60075,43931
121757,33156
139260,30977
62569,30889
24702,46882
104511,39117
16645,12013
7675,17128
125043,43126
64486,31590
94844,39402
100477,17082
141738,8213
33118,2954
130062,38823
31318,52015
112496,15251
129800,43931
121861,21236
136712,26811
42332,31521
122868,52593
140542,19947
286,26870
108263,14687
41325,3498
57645,48289
93088,16258
31318,13914
86077,40907
119496,22682
26962,25143
81647,51837
106300,26310
47248,18111
107877,11295
51743,9391
99733,52394
122868,54026
115842,23360
13490,20690
2351,17380
33055,50910
57753,17364
24310,49855
23542,45418
25998,39747
81647,48139
265,25879
83364,28216
4859,22977
81647,15322
40276,49171
126683,25513
11913,18636
265,28096
57753,47633
55789,52552
13490,50333
44186,15261
5159,38579
47169,36908
2351,11039
95167,52552
137333,25430
107533,31590
31034,35304
125989,5604
132651,14721
4379,15678
87228,49666
115842,2780
10954,15678
110417,19939
22261,40734
8799,27676
108048,23740
50311,8241
62582,19939
106753,35074
49838,39088
102103,13972
73359,4151
121382,4992
57067,23436
81647,44327
42332,13972
68608,46439
7020,51085
29058,42105
44620,51150
122868,7686
109262,49911
2,38927
45394,13972
93733,15678
123508,13972
50311,20798
89433,33024
106814,30895
124144,21623
95167,17128
62347,39088
71439,52394
42332,36511
99070,5604
33229,36878
45420,52472
887,5604
54521,5604
4859,38865
68258,40477
52509,45231
25227,5604
80810,19808
3342,5604
96928,36511
13490,38150
103830,19939
10594,17128
32769,45220
39141,19939
109262,29166
100365,1514
13490,23868
85564,19808
122389,30895
4816,5604
97453,51069
33982,18289
14652,21481
110080,17119
115139,25143
80286,19980
73078,18564
42796,42911
133256,24992
90975,49344
87635,10686
77762,664
62381,6579
6099,3917
133256,39625
112083,35667
42796,9926
112525,19143
108152,42105
74072,4239
29962,15347
99970,40827
125964,16503
37934,45835
95807,46634
125978,11306
31985,38236
50220,5593
108152,36524
115307,5644
71958,49557
15544,28060
98125,19939
133256,18784
6176,21107
104479,40314
29845,26102
125964,34901
108152,39001
65413,19939
14659,38150
50382,44584
27775,28990
112375,19994
49923,33458
10833,36125
56487,8822
21402,40106
139367,13972
17620,24240
88068,19652
112788,46418
31985,4849
126593,46717
121072,10247
123294,6644
97580,19939
16832,41829
90941,2804
136021,15678
108152,38368
25654,49962
117619,46997
13272,2780
34133,7187
23461,44663
81202,21702
70342,45341
16272,19403
16272,31204
71958,39153
112788,30366
19046,31639
23461,3841
12254,27309
17620,3559
94007,49339
117619,34604
77896,9079
25169,32940
35144,7696
112320,31122
87084,36941
121072,50559
125964,38926
10833,19808
71958,33712
17110,54264
116466,15160
23461,22838
106829,21180
115043,45463
76200,11146
48252,50801
12254,39246
63041,17023
32210,13988
54901,2754
54273,19995
53936,27452
42796,11176
57506,1116
76200,21671
1870,23644
8083,12054
136399,14890
23461,43003
1003,24610
112320,5482
41678,31446
80475,25908
54273,45464
15679,13111
44005,15261
133256,42436
123267,20992
10833,20992
136724,5375
136636,50200
92438,17262
16508,2758
100120,36147
50382,33834
49940,34831
97453,2337
82956,33834
45769,13144
110913,16117
97453,15543
96633,19791
119041,5604
133256,40083
3805,5663
109143,4979
15130,5604
49501,28589
87635,54192
23279,26172
59258,25514
49501,46239
71390,41763
133256,16730
114782,5604
133256,2828
52660,50099
128899,43313
125964,42992
131006,34334
94007,1216
75671,5604
55565,37119
125964,14266
103622,32014
23461,48298
110913,24567
61788,23281
36176,38579
97453,19690
133256,7747
44887,40051
74043,46014
53639,37106
128030,19428
128112,24610
112788,49750
88761,45711
50220,10825
20033,53653
133256,45007
115307,48955
29901,24344
112788,4151
136399,41445
104337,38579
12254,18856
98549,20012
17732,3357
133256,52431
54204,12461
139367,38579
50382,50448
92916,40628
1870,2802
8083,42375
43293,28833
62519,5674
50413,31930
1870,21438
12077,40641
48252,7459
126708,23304
117346,6644
52366,38187
95627,23742
97434,5604
110431,10499
100642,21276
50972,52124
86861,43004
18233,10028
100583,31342
77203,36125
110102,24505
81554,13948
68349,5604
122682,5604
87635,17398
63057,34298
111623,27711
60924,42105
41354,27711
92548,3917
126612,19808
18100,25178
119870,51820
41781,5604
141934,5604
107373,40412
18233,28361
18233,14959
142767,44521
134930,36125
63724,18444
62740,573
7556,48289
82956,36511
126708,18259
96109,21114
118862,25751
61644,6351
19776,5604
2694,34475
19197,28214
107373,3285
62039,44077
36176,36511
52366,37406
8388,51619
86743,5604
77026,22024
126708,974
25224,30205
83497,6297
4544,13692
93879,13378
137906,20325
65607,11940
116208,39046
90379,261
52366,25016
137987,12930
138465,24680
91885,21237
95627,14836
136607,50175
40944,134
100201,30977
82191,31412
86019,6575
100583,7621
52366,50175
126708,21995
52366,41388
102240,35991
126708,30277
7052,9770
66094,45220
140962,5604
22357,5604
95847,43996
107373,17368
135691,7718
139260,14037
139260,30013
115950,46674
72753,40879
73339,9397
71501,26870
90379,39818
360,48519
8388,31355
43095,23858
52366,6157
72753,1569
64621,39638
88373,17128
73234,27353
126264,21288
90379,48485
126708,48503
8388,50346
126708,51060
4544,46838
1559,42540
142767,35667
141496,5604
71501,35062
27660,46673
104079,17105
56606,20992
44911,12392
50144,41651
93155,5604
126708,19657
136021,48932
66550,51299
62382,4172
38301,3642
14841,22065
79294,19752
126108,19752
137987,19931
141675,34198
104051,17182
8388,52805
42095,27604
18233,33837
673,27568
127842,25143
121430,2560
82141,30717
87084,51109
18100,34831
126708,24356
103385,10865
60674,52750
95842,5604
120389,5220
32979,5604
109172,19695
101309,21236
37120,40060
72753,8727
95627,20961
90379,4850
2694,34091
62740,46156
52366,21228
34552,10903
22629,25751
72753,26847
86861,16532
78549,26553
55481,5604
109172,39977
42095,25751
9041,9694
100201,34832
126708,33079
126708,9512
111789,48933
90404,12721
95640,5604
15803,14392
72123,25143
116208,16813
41545,5604
125710,5604
32741,11500
27929,23768
40820,7592
107489,46934
21848,47251
142976,24373
27672,46418
32386,20603
84752,25598
93187,38368
15118,11498
94933,20008
30610,25467
127065,40437
49153,35564
30418,45669
84007,1516
54464,43765
39229,30259
14901,33929
120444,48558
120444,21515
117013,38467
15688,39636
78413,27712
97050,36749
36571,39517
27810,31388
110809,38368
72932,34650
123134,11387
15859,52321
117013,12768
114771,39402
99269,2163
120444,13676
30379,52548
59865,43931
3203,15172
142342,8157
41215,42436
85180,42227
43596,12809
85386,43931
101761,8157
48261,425
137710,7347
56018,11780
84007,1047
102275,29288
5089,48445
137710,52935
76763,47265
56018,52447
14659,50452
27504,34968
127065,8948
120444,51043
40135,46439
49879,44521
10211,30314
110996,21114
127065,3144
120444,32417
12594,39088
54464,9318
15859,30519
41832,31677
117013,24797
94589,42853
10989,41971
15614,19903
110984,5739
1024,34413
134485,5451
113067,50910
140120,50910
84162,10047
131410,50910
136223,48016
15859,46237
107573,38368
140993,9397
114047,20992
68070,24292
29412,52678
15530,38016
98440,19048
85386,17368
120444,13572
133217,20992
102202,38368
26234,7006
114301,10366
32885,52568
95935,20756
119690,20309
30181,6486
14901,380
129866,50933
118462,54090
125990,31507
120444,33376
40028,42435
11878,5522
84162,13772
95935,8718
100748,20961
15614,42323
48393,24823
91196,11088
52119,20817
46394,45523
47859,26406
13566,52169
66815,5604
107773,38534
26310,3535
2263,2308
49021,19791
61116,5604
32885,9452
12476,34882
135815,13430
2263,10031
132549,26566
142533,28490
15614,48764
73972,50200
9864,49930
72932,30469
38773,5604
37381,15889
119898,16426
123766,25751
124073,20367
84752,52959
75492,35306
95792,31836
2263,30945
4100,5604
28467,13078
111061,37885
98712,40577
87670,53355
84030,20367
2578,46486
33696,43842
28828,27711
132651,42405
75492,640
127065,36159
12594,7110
85216,8846
120444,16924
28404,25751
1024,51619
17232,43171
111233,45611
58242,41460
122481,47562
107545,39968
116728,3004
28467,48582
138678,45711
120444,7828
15859,11743
54216,5604
75084,2336
142976,2336
63598,38286
58490,38366
120444,43610
81425,22336
78993,53106
12476,8716
75412,42272
103107,5604
16089,11921
85180,18649
103818,37464
32950,11785
58242,28845
15118,43264
32412,3870
117924,5965
110602,6685
26831,5604
126435,33525
2578,31010
41832,11604
131912,3524
2578,42180
75492,35699
75492,24142
53195,5604
117924,36649
92449,13678
15118,27611
91110,42841
111061,6348
21848,980
15389,38359
89767,29220
50018,42180
102100,42180
70485,47718
127065,15631
43596,538
32885,50101
120444,31919
28467,13414
21848,46402
135228,51374
111233,50215
48377,5604
126046,22955
120444,19749
30106,6839
92322,5604
98302,15261
82902,16821
3422,45711
75412,30447
21848,9465
93638,38368
38330,30236
142976,31822
10115,40479
35046,11854
23314,20679
106676,18680
75492,47408
88213,53725
15859,37175
20016,8782
17232,29555
131912,42640
117924,41023
81425,15489
142976,21073
70485,4265
132994,26870
114348,31590
89832,6697
117013,40386
68814,53650
86916,15811
103895,35905
103556,48823
25739,13612
142976,2731
21848,51651
142976,8324
41445,36546
142475,34323
117924,12420
85216,44757
120444,15972
31772,6697
14901,48593
128030,11461
15614,18278
84030,3685
61399,15175
49879,42105
22321,13544
86405,12564
132549,36610
29000,5820
117924,14693
120444,8851
143246,29559
142976,23968
104788,6644
142976,25665
137351,13125
99269,51266
38330,49150
7813,36125
95792,23590
142976,48895
75492,27179
125007,30895
15118,46928
24098,3871
28726,296
131912,12062
53937,53205
4405,3270
127623,18202
95425,31630
115111,52693
999,23354
1024,27967
82164,23940
119373,49962
120444,54105
126435,25498
56235,5604
21328,46649
2578,27676
11878,33712
15118,3803
131177,6810
99171,20263
5911,39246
55425,53106
141431,38016
138244,5604
74358,20012
7326,3329
35926,50183
70898,35409
24454,4548
40410,5604
68100,5604
103,7986
117263,6644
129466,38579
100571,5604
94478,5604
101154,11899
52759,42436
16063,47718
98207,20479
54034,7683
28189,1906
121586,6644
40072,45667
31831,5604
97268,4792
60568,37454
89176,1306
106832,13425
117582,34948
136747,15977
348,5604
67125,19939
20763,42436
138592,5604
123682,46191
60437,5604
105740,5604
132631,6318
8369,7831
36852,53360
121069,32789
48080,10309
46177,16390
114322,45247
81728,53227
123043,42886
16092,2046
132303,18141
105007,53007
58601,5604
133678,5604
100146,28784
92947,5604
141998,48191
85354,30493
21043,979
99228,13430
94822,5604
32866,33380
52666,44439
2023,5604
65124,38150
136487,5604
71373,4078
142802,46418
106265,5604
136543,5604
48695,5604
25492,664
87352,26008
83906,37540
72377,20480
16452,13144
20763,20679
41193,4141
119258,44727
48839,52169
88428,45955
116376,1412
45021,49762
35926,20289
71732,18342
62415,10366
45110,41464
7072,17894
21182,39537
105007,23628
40042,19861
99901,48553
97268,34151
95891,42437
87352,4434
81202,17056
123043,26423
103242,34906
60568,26881
41326,680
134322,50625
83377,43374
8347,12943
102381,52866
87271,12490
60568,53476
11608,14825
68976,31893
87352,33678
79797,1812
58724,39392
87352,24575
87271,6567
55425,20218
134727,1263
57479,43442
20763,42180
40190,20453
82584,31587
17906,14448
113672,2387
8347,37000
8190,9718
103242,3612
32866,42650
100146,15206
87352,33794
73890,2505
12622,33802
49821,21184
128372,40176
53575,34298
32467,19827
119100,11896
117294,10323
68246,14082
32866,52462
36679,36865
80416,19646
3914,16283
126667,43931
40072,42144
69428,36865
77422,10323
6434,52568
115043,2692
68246,36167
95480,25751
142520,22205
101154,26007
17883,29569
93259,32255
20838,35160
115043,42452
109301,27138
105931,12736
60568,11689
57840,35263
118574,20832
117712,6949
108142,25935
59471,25751
21329,48500
16063,26518
119098,43126
37852,32395
90858,15044
90858,48895
4333,7648
1748,4447
76577,24138
120899,32395
28203,27711
137251,32692
20763,36671
123873,19478
103185,53881
82060,16986
23934,23354
87271,38631
11023,19791
136747,18650
125354,5763
138203,44516
65463,25879
73623,51374
95660,14480
20838,19973
7381,45711
126667,42295
50787,45711
71732,2578
98696,26275
45021,26275
5911,42498
113162,17208
20763,35263
60568,11469
40154,36814
74808,25751
131906,31105
133144,31187
15235,9250
45021,34471
48144,19286
68246,51475
103242,27601
106832,50200
87352,24391
60568,39811
95120,13392
122481,25193
11107,6371
107131,2560
122481,42882
104354,53277
121185,42790
78527,16750
132597,38368
93155,43996
21509,9636
92342,23768
19909,35835
8347,43178
87352,207
40837,15975
9131,45530
54034,7462
117712,34725
133784,5570
112461,207
112461,38368
6434,32021
52702,10474
30883,37765
6606,41651
54473,22672
134298,47827
38742,15795
16063,51009
50269,9968
16063,50329
87352,48254
32199,35300
119530,49962
25410,23814
142201,45604
132631,16033
43270,25890
11107,38368
16092,23230
63614,46418
32866,10967
84629,5539
130650,9694
11107,52775
75928,174
64179,30647
91699,9694
2231,48956
110632,10199
48284,7505
6434,106
134298,7110
4333,15339
25224,51916
82897,54090
55385,42541
72679,49565
99901,19316
33539,12540
60568,22773
95976,33967
87228,45795
134298,26916
122481,27354
133144,5760
86507,39155
65124,39088
106313,22589
47795,39088
64884,52591
50269,35546
114697,4239
121586,37919
20838,43715
123043,26294
121840,43433
105007,11511
123371,8470
112461,16777
74549,32645
106431,12635
113924,15820
100146,9058
70078,47841
11023,49502
69585,30001
17679,33712
74788,45848
2774,15088
13024,42492
32866,17479
115043,16123
131410,37173
87352,42964
48248,5710
68246,8997
60568,40260
141998,7024
40072,2560
1629,7001
2774,38421
73102,17780
111892,48823
78729,632
52658,42899
107077,24441
84866,2560
77492,13047
51101,50175
14257,23436
50031,24361
74175,24887
55565,735
23691,54254
41419,17050
135093,18753
68630,26494
121086,22270
102506,4140
759,49234
62435,2560
40766,52169
59136,36630
11200,6713
2879,53014
52752,8158
56111,8158
33487,29122
34399,21356
79008,25019
12644,47944
45394,26574
23978,25098
79008,3329
81971,10741
9680,32844
47377,20679
24323,38791
31658,48823
133921,6443
3795,18813
22615,12294
68630,35455
106437,53472
93555,44432
94919,5985
46696,47437
73680,12782
119764,13192
114781,7516
116200,15400
133921,14563
106437,30491
80559,24830
138258,53840
70285,19558
30106,9756
122738,31648
69067,21318
14286,15316
77873,11605
18847,10971
58988,43996
135288,2324
39336,24610
125972,34073
99587,52394
12679,53880
72028,4100
12350,26167
61938,2560
71786,13521
38623,53360
34202,14871
98062,2526
106437,28108
31108,34860
67285,33095
92018,23267
41659,20223
106403,43508
17490,2434
99208,20012
116478,20223
25738,25474
57940,20115
142624,12782
114718,12782
19596,45601
26843,32258
69368,425
30481,30513
12286,29609
23836,48588
60461,21232
136995,43967
116200,42542
25216,34013
56855,10470
131196,46307
10487,33321
33968,20574
47257,7129
10487,18982
53701,23664
141010,9157
1860,2590
114925,10171
118754,17177
125972,12635
80125,23733
40801,20223
98347,17368
122831,41705
114069,14313
134988,8136
102601,47613
122090,37293
73991,37315
109143,11629
60110,12567
67975,4239
87944,46990
137316,33712
94919,33712
106391,4265
71101,7733
18801,38823
98347,8464
93555,47827
87480,29026
137316,43219
67975,2780
139121,47827
73680,10141
92361,9033
59136,39557
108545,42438
87810,9203
15084,24216
30872,53650
116200,6697
70273,6697
19596,19143
69295,19143
58748,48687
77861,17907
80125,41222
6470,3683
33968,23598
69368,51247
92712,12779
63823,26810
64564,15572
290,12180
116107,8346
15960,43772
81550,297
101664,53781
135288,17944
116107,18797
21764,49365
59160,29786
67595,45247
24323,49365
80125,44800
24232,20356
116107,47238
109143,53126
129439,20049
114925,29360
781,29146
8062,42332
72885,46418
64295,2961
56376,10268
82164,20611
56225,52428
116107,18669
18801,28216
309,44455
69368,4913
85137,2216
60408,32736
93693,16413
92494,9986
74175,44392
73680,20721
34464,11251
116107,41047
25805,9125
74204,15844
13580,10669
59136,38368
94672,9033
138258,26278
85912,31939
21764,23945
125972,53900
136995,20625
101664,44934
12485,9033
3129,6644
3795,14146
44597,25858
142274,34404
25455,36511
110134,35831
60408,30260
126414,13136
44955,38368
116478,26278
68630,26278
25216,53731
135350,48457
124124,15468
96958,27113
69368,25103
87635,26784
74085,15468
36888,16766
30553,20644
136995,27715
78729,24496
12679,24496
137806,45059
21014,24943
41347,236
85316,31420
26745,33878
82164,11440
30481,31678
99851,27515
108545,19214
68918,2
117324,25751
116976,12793
60110,18114
136995,9522
102506,28430
109811,9982
121684,6869
10269,37170
43961,11130
76703,12490
10700,17513
142274,24952
83913,24952
26745,5901
91239,40208
2329,50235
124429,51374
24323,51374
21822,44660
8062,33562
51962,42549
25216,9610
24323,6017
25216,27558
116107,41246
34202,49434
99901,18796
130701,25533
116107,11201
18566,39194
84493,27711
62618,29462
115928,43126
108856,16487
112414,2580
14257,35263
18801,2519
126914,18444
27116,50083
79008,33766
121617,13178
133715,25751
92712,4004
27108,33809
79008,34754
143359,32646
12679,20079
52752,38700
33675,44549
102751,19320
22212,29278
60110,2584
60110,1783
126979,15929
60110,12228
70273,12941
82164,16780
64110,47490
141769,38197
118084,36865
57526,22984
101664,51671
70273,36865
69067,46408
108505,16513
143359,45311
136575,49146
61938,45685
114781,15889
21764,31173
70920,38502
78729,15168
78729,15578
72661,36865
121863,28817
78472,5910
68020,11921
134134,18185
25216,47284
133205,23479
46247,40568
18566,40568
95855,6977
42360,16165
92150,31010
98347,32230
63210,26995
136681,17513
116107,4830
42683,41840
46262,7052
137316,28873
919,17137
121440,47718
115928,7725
19800,28712
27116,9447
12679,21233
7272,2336
106391,7819
3795,47870
92712,1677
11654,15261
3420,3074
75084,45712
15891,47470
128378,45052
27569,8686
50826,41247
12644,23691
30872,36351
73991,37163
66128,25629
95855,18024
138258,48572
116107,30056
38163,52928
131774,40412
94932,5850
43809,18419
125972,30193
56225,5268
60110,13430
12679,27063
15891,20993
132487,5604
81408,642
44117,49398
137757,20992
67449,5604
104392,26330
85926,5604
138801,1254
122997,3685
65095,5604
106391,37485
118754,35613
31414,43395
116107,46874
8062,23770
39636,22556
43809,5026
75517,16382
141165,27308
23212,3986
100526,13430
82749,40558
36888,26046
30872,50059
24631,21117
122997,32093
21744,4362
135288,573
84422,40245
70273,3684
78729,11500
60461,5552
122397,50957
30481,26739
73991,36347
18566,19641
115966,8381
82164,18649
31698,10597
137316,31893
61398,33950
52752,53331
125780,5604
18847,40296
43809,786
101664,32254
11730,8425
136277,38828
27108,25629
116107,20995
290,7508
137316,9867
28783,49171
3795,4172
102066,4172
34870,27947
63210,47376
112686,36781
136681,14640
136681,29387
25285,13430
85316,12043
107326,11714
31552,8701
85316,16845
125772,11309
109811,44777
100911,14419
3795,29703
124278,221
108856,38691
82164,26518
142529,36125
22615,8693
72028,14246
58988,5604
137316,35504
71786,6161
64564,4798
5613,21229
81145,30448
72028,30423
7895,22065
56376,50739
102751,16853
18566,4916
34870,9039
919,12774
96487,22065
64738,36125
108752,40386
108945,47567
136427,44279
83059,48194
45561,16567
55921,45091
64224,2512
134265,29522
142674,23048
121844,26506
98521,4355
134965,5604
109936,30977
59281,39319
41409,17513
100214,14913
97224,25118
83059,19676
55780,24822
44844,51682
140134,24546
57329,5604
23699,19219
4676,21354
72028,32385
140134,50769
102289,28365
72028,44353
11910,46792
9402,11295
60281,21571
66386,17320
72028,31921
72314,5032
72679,6846
59281,23669
76322,21853
45084,13825
72028,32788
87407,30458
72028,10435
41338,15630
37567,51104
54812,47883
59704,47812
72028,45092
243,53437
35146,38119
142801,50769
51454,33260
87407,13140
82368,10393
40190,36049
108790,47812
34202,45711
126616,1446
53971,45088
71314,22653
115008,49868
72028,39233
20957,29867
73746,19944
86453,27275
48214,37647
34718,28800
135932,35179
6112,44774
16114,3861
97557,46408
127206,44334
71598,37851
94214,52140
34004,45711
15015,10167
100697,5604
12797,19769
60878,2810
5467,6885
77888,45778
92129,44934
4676,24136
24496,35831
119469,47773
97224,30982
134634,5604
48547,16712
128304,43931
119469,13028
103779,9948
109936,43931
108327,7896
40190,47132
16063,48298
31847,8263
107133,17513
37019,5085
76308,20681
35732,53106
92243,51097
54082,50101
27527,31224
59704,3248
139482,5604
28783,25107
113091,10447
87407,26086
113410,26506
34978,5604
72566,5604
106754,34992
77888,28148
139319,14713
82581,5604
122719,5479
90643,46221
109277,4140
27527,9022
5467,44425
135932,47718
58720,20992
72028,31018
72314,27895
135690,24433
36532,5604
82039,18912
104743,20992
64587,5588
91699,12721
9487,37602
7297,24538
80049,35351
25365,42811
108790,43426
82992,5604
4676,7337
16063,2716
8465,1997
72056,54206
118402,51948
93464,1907
84185,5604
16316,33787
11262,51374
59720,34400
7297,26275
34724,5604
103760,43354
70850,18813
20957,44576
82039,9213
97762,53211
41072,15261
16316,17225
139331,45052
47083,30031
80373,34294
77888,19531
62093,5604
122719,30316
72028,28037
71506,10125
143009,18793
31847,26275
121844,24137
58934,16269
95714,16269
72028,39440
86453,50774
113362,35933
7967,18650
27756,35724
72525,52930
77408,11275
123445,38967
24248,9141
76724,4627
129382,28594
27527,38649
72028,17168
87407,30568
4676,44494
89749,312
58846,13934
72028,13112
18109,50739
87407,28743
63659,47312
139349,5604
23770,44516
83077,52959
4110,15261
27527,45815
4676,33787
66386,24659
31847,24415
53830,35304
30553,29891
72028,31656
62880,25774
40784,12202
121844,3917
4676,51061
61005,19584
72028,18797
115988,38368
69344,28154
27789,15485
34718,5020
107120,25751
42693,4745
119469,50806
106754,52244
21586,38420
94244,6286
