item ID,source ID
8158,B007PA34DI
8174,B00K0QVYWC
8180,B0033GMSTY
8182,B00F4JQ6R8
8186,B002ESMHOI
8193,B007M8FRV0
8213,B00HQ3ZPJA
8214,B006R4ZMFG
8240,B00C30SOF8
8272,B00497Z9HO
8288,B000M2C536
8346,B00HRR6MYW
8352,B001LO4YZQ
8365,B0044QW7FC
8367,B00DJ62Z14
8391,B001KZ1AE4
8402,B004729O18
8413,B0049TX1E0
8414,B009PGCRD8
8418,B000E682M8
8455,B007FFG6X8
8461,B000MXGMCK
8474,B001EQ4JD8
8491,B000BHRD5W
8516,B004G9226Q
8517,B000HQL5J2
8523,B001G8UC3A
8665,B000G176DW
8673,B003E5R4F2
8682,B001EO61AY
8686,B000PXXQNK
8707,B002HQCS5U
8720,B000EDG3TU
8740,B000NME0BU
8796,B001EQ55O0
8826,B005258A2I
8848,B00CM259KK
8867,B002GWFAM8
8869,B000XDJU0A
8895,B000PFEWEA
8919,B006YUHEU4
8952,B0025U9ZTU
8957,B005ECLIUA
8958,B00451U9RO
8994,B00BDFNTNQ
8995,B000H21VRM
9000,B003118SAE
9020,B004VLV6ES
9032,B0000CDBQZ
9033,B001EYUE5M
9046,B009D62LMW
9065,B00FN2ZGP4
9066,B000G176CI
9079,B0019GZ7Z2
9081,B00IRL93SY
9088,B00GH4CI1C
9095,B004EG8HEW
9098,B00BYNDPNG
9131,B001E5E0HO
9145,B001E5E2GS
9164,B00375LB3K
9166,B000M9O5Y6
9188,B003SO2O18
9226,B001AMGPZ6
9227,B0090DY68A
9232,B0045CTYNI
9250,B0041CK71U
9266,B002HQCJOK
9283,B00AO890YA
9315,B0057RME8M
9341,B000FSKIS6
9347,B00K0QVV52
9375,B000VSDNMS
9390,B001VNGM2K
9397,B008XFE2YO
9415,B009SR4OQ2
9416,B000Z3V3LM
9435,B000ER1EQI
9452,B00DPEK43G
9465,B007VA2EOC
9471,B00473PNGW
9493,B000XBCBW6
9516,B00C3J9PCK
9522,B0013Z1R1W
9531,B004U7QSYQ
9541,B003EMO8JA
9554,B000GBXG2C
9569,B000KHMWQS
9606,B006045ONI
9611,B000EDK5LM
9655,B00DOORDNG
9718,B0077URTZU
9722,B003GYZ7QE
9729,B001E5DZWK
9732,B00AQM72LW
9744,B000MT8FK6
9758,B00886NBA4
9770,B000FOIYS6
9810,B003Q4TTUO
9855,B001AY9GF0
9856,B003QTZ2RS
9868,B008FD9K28
9917,B0007IR288
9926,B001CGTN1I
9935,B0044R368S
9974,B003AYEHLQ
9982,B000E1BL5S
9986,B00016JGZI
10011,B0097DJU4I
10020,B002UMD9KO
10023,B0072BHX6Y
10024,B0000E2EP4
10025,B00B42SV6I
10037,B00FABS60K
10045,B000IKDHFM
10046,B00934S5JM
10057,B006ISCRUO
10062,B004JR2KZ8
10079,B00IO1GELG
10084,B000E123N2
10110,B00AAL6W2Y
10118,B002C4U0MU
10125,B00BLTKUJ0
10138,B0044QWDHO
10146,B0002LD9K0
10162,B00CUICX8C
10168,B000LKUSTM
10171,B000FFLHSY
10186,B0027Z5J6G
10199,B003FY82YE
10204,B002HQCJZY
10254,B0000DHXGL
10273,B004TNVSDW
10285,B0086XR146
10287,B000KEPBBY
10308,B005P0I7T6
10309,B00BBR1G9U
10323,B0060AU32Y
10366,B008PP3HKM
10368,B001CJWASI
10373,B00I8W3SXS
10378,B006JLI4RU
10388,B004TNXDDU
10396,B001HB1IH0
10397,B002SIDKPE
10402,B00473RWXY
10418,B004741202
10420,B000F3OA7G
10449,B004IRSSHI
10516,B003IDZAU6
10523,B00BQJYNPM
10537,B0010AP7GQ
10541,B003G4FVMY
10547,B000THB382
10606,B000EVG8HE
10622,B003OB6CGI
10628,B0030VBQOK
10632,B009OJW5OW
10650,B000FNLEHK
10669,B00014JNI0
10674,B007TOOIXU
10690,B006CNTR6W
10715,B005Y642CM
10719,B0050X8EK0
10723,B000EH0RU2
10750,B001ELL512
10767,B00AR6NJNC
10795,B001KPSN7G
10806,B0040WHJQM
10855,B00AU0E6DC
10862,B001ELL4F4
10872,B0039QXWWA
10906,B0045TVLNW
10922,B005K4Q8WU
10936,B007X27OMU
10946,B00536IFBM
10956,B007ZK9NO2
10961,B008M0EIQC
10967,B0083PR7GE
10981,B004LZG2N4
11007,B00032K7Y4
11017,B000OU5EFW
11021,B000GPRNGS
11027,B000IXWCQO
11039,B00I3PQVTI
11045,B002957S2W
11067,B001FA1DUU
11095,B00099XOVE
11100,B0055IRNAC
11105,B0039QOS3C
11108,B003PWC346
11176,B000WSK5N2
11214,B0001AVRQK
11228,B000EDG3LS
11235,B00F1PXP0G
11248,B003WECB5S
11267,B005T04UNY
11295,B0098WV8F2
11323,B001HTE5GS
11362,B003MNOBMU
11372,B0040QCJDG
11418,B003XUE9UQ
11420,B009MON6UG
11424,B000RHXI7I
11441,B003ZTPXNM
11443,B0028A8ZEI
11483,B000FFPXBG
11500,B00B044BNW
11520,B0017T6S1I
11549,B002DM62BY
11569,B003TN6ZN6
11571,B003SBRLLO
11577,B003QU2LYY
11584,B008OIW5NK
11618,B000VEHPNK
11629,B003CRKNPK
11671,B00014FT06
11680,B004IY18UK
11695,B0024YDXTK
11714,B0029JDVFQ
11750,B0047SBDW0
11760,B004SUESLU
11782,B004X8TFDS
11785,B000LKTJ9C
11808,B001D3NXKM
11810,B004P7QDJ6
11872,B000M9LRR4
11878,B0044MTGHI
11880,B001PQOAVS
11885,B001E50TJC
11886,B007FWA4RU
11896,B000GHJJVI
11921,B007TGDXMK
11939,B0025UJVGM
11943,B004ZK3I3M
11950,B00AOAS7ZQ
11951,B0000D9NBV
11963,B0019FR0WQ
11972,B00032IMAU
11994,B000ETZU34
12003,B00B4P50Z0
12008,B001E52XIC
12025,B001SAXNE6
12058,B001XUM9B4
12059,B0086UMIYM
12062,B003LTOBAC
12067,B00C203VUW
12069,B005DVIJIG
12080,B005IOXBY0
12110,B004727PFK
12151,B003DU924E
12164,B0035JCOPC
12180,B001D05RWC
12216,B0028667PG
12222,B0093K44O6
12236,B001PQMJCA
12272,B000ELGPAO
12273,B000HDK0D2
12290,B00473SRCY
12308,B005CP1WZ0
12325,B006JMK6V6
12343,B0014CBTGC
12384,B003XUL1VQ
12409,B0019MYYFA
12421,B005Y110NQ
12455,B002RXQRF0
12472,B0001M12LS
12490,B001F3J868
12499,B000F34KOE
12508,B000NORDQM
12516,B00ARABJZS
12517,B0007RRO1O
12542,B009VV79XU
12545,B00C8PXZSE
12575,B000FIZW50
12578,B0017T6S0Y
12580,B008A0ACNC
12582,B007NG91CC
12599,B000FFLTD2
12601,B003ZI5RK2
12608,B00FTBDCZU
12615,B0053B6V1S
12635,B0051SU0OW
12659,B00K0QVRYM
12673,B000MDAT2E
12694,B003XFOXQ6
12701,B00716PFYM
12706,B004CYJX2Q
12750,B0001M12DG
12760,B004CH81LM
12774,B000QSUZKQ
12779,B005ISUOEQ
12782,B000LKXRNQ
12854,B0034EDMCW
12876,B004LW0KXK
12890,B0044CJDTO
12921,B0014UFXRK
12930,B000VSDA3A
12935,B000F41ZFA
12941,B0051T3R6E
12946,B00B3PJHCS
12960,B006WS5WWA
12965,B002DOG6VS
12991,B003J9Q9ZY
12994,B003WOCT96
13002,B000G1CPV0
13019,B001ELL60W
13026,B003VF7Q62
13051,B00474VPY0
13088,B000LKU1LW
13095,B000EM8UFG
13117,B00411RU5C
13130,B008KZAFZM
13132,B009M516NE
13141,B0011DMV5M
13195,B00975HW1Y
13229,B00112ILZM
13281,B000NY6PY8
13320,B005JXHHBS
13325,B0062MAJPG
13338,B004IMEU6G
13352,B000WR4SJ0
13372,B002F0RY20
13376,B00934S33A
13380,B003QDRJXY
13390,B00473X6ZM
13423,B000HRVV4A
13425,B003J9W0UC
13430,B000Z93FQC
13453,B007SO06VE
13482,B004HZTA9Q
13488,B000R8VHFM
13516,B009M515HG
13519,B001EQ5Q3U
13527,B004PXEZ9K
13534,B002YLCO7K
13537,B007CM2IAY
13544,B002UGMH9Y
13558,B000CQE3HS
13559,B006FYS368
13583,B0014EOV60
13592,B0014EQI4I
13593,B004I4AWJ8
13602,B007VCF1QI
13606,B003M1PKUO
13610,B004X8W1YS
13628,B001LQRJ4C
13633,B0034EDLS2
13650,B006WOFLL6
13667,B004K7O1BS
13676,B0028GY9J2
13704,B000NY6Q0G
13738,B00470UXQ0
13752,B000EVT04C
13775,B001HTE4RS
13789,B005BSR8GU
13792,B000FAB4GE
13815,B000WS1KH2
13828,B004H20YL2
13838,B000BXZ4MK
13850,B001PKX4H0
13856,B00430MA5Q
13889,B00CA2CF7W
13924,B000WS1ELY
13933,B001SAXNF0
13946,B001VNEBSC
13958,B00DBSG2NC
13985,B004P7QDHI
13997,B003LPM9XM
14014,B0073F2DI2
14019,B0062TYRFW
14041,B000JGLE0U
14059,B003SWGI1C
14072,B009M515HQ
14086,B001IZJZE8
14087,B004GH6X68
14088,B00286M6TW
14105,B003O7T87C
14135,B004SKJ6W6
14155,B0046HEB08
14181,B00FA8NFAO
14191,B000SKH21C
14212,B00C37857S
14215,B00H49IYD0
14226,B007VDOZEQ
14251,B003EYNJMA
14266,B004LQRNT0
14275,B000G18NO8
14284,B00AEV100E
14295,B000E48IMO
14297,B00C1CLQG2
14302,B00BCQMPVS
14311,B004VLVN6Y
14327,B00016Q6DS
14330,B005P52R9C
14355,B004YT5ZTY
14356,B001VNGNEM
14373,B0040WHJM6
14376,B0088W0DG8
14377,B000KEPB9Q
14402,B000H27NTM
14424,B007S7ON92
14489,B001ESHOA6
14492,B000FJLXHU
14510,B001GE8N4Y
14530,B002HQR4X6
14563,B000BF3AGU
14569,B001SAWE5U
14572,B0039X9KUQ
14590,B007OTXW3W
14627,B000FDKQCY
14636,B00C5J8WKY
14639,B00AV5AIOC
14688,B004G964GA
14696,B00117YTBC
14701,B0071QZSYO
14726,B006R0M8KC
14737,B001ULE64Y
14754,B0017T6S2M
14764,B000JMAVYO
14774,B007SJIMRY
14776,B009M515DA
14796,B003THE2EG
14809,B001BOC8IQ
14821,B00A7OBO7C
14830,B004XN8RWI
14835,B009ZJGYPW
14841,B0000DGDMO
14843,B001US9VL0
14846,B00497XW8W
14863,B0037YP7GS
14885,B00EVJVBGI
14890,B008VHEJS8
14891,B008YFWH3G
14929,B002F4XTAC
14956,B002UKXD70
14980,B001QKE59U
14995,B000HGC988
15004,B00473OQ56
15027,B000MDHHGU
15099,B00G91O3TS
15104,B008ITX1TC
15109,B005CD3A8E
15131,B000JZA1VO
15134,B007NVJ4CY
15140,B00AYGEGXW
15141,B001ELL332
15142,B0002PSOMO
15152,B000LKXFMO
15172,B00BTWIFV4
15174,B00DBSG77S
15176,B004CGXBS6
15190,B001GHYO5I
15231,B002ALYK8A
15239,B001GQ9YJ0
15251,B00BT7C9R0
15262,B003ZJED74
15266,B004770O08
15277,B000VQD4Z6
15316,B00437EN2C
15347,B00IRFM1JS
15360,B003SBRV14
15371,B003E3OTPC
15392,B00DXOHA12
15400,B0045IO2XO
15423,B000UBPTQE
15424,B00BZ2WDHK
15466,B000EI2LLO
15468,B0046HJN5G
15477,B0005YLUNW
15483,B00HSY0OPW
15507,B00HKGB9ZW
15529,B000FF9DV2
15540,B000EIE7GQ
15571,B0001IOSDQ
15594,B0001M0YK8
15614,B000H7D1HK
15636,B001CTYT6E
15641,B004SKP0MG
15642,B0048C8Q2K
15668,B0053DLPIA
15675,B0085000BG
15678,B00C1LXBFC
15696,B00099XNO2
15703,B004WX5J9I
15773,B001EO6BDG
15782,B003VN5BIE
15805,B000I5FD2M
15811,B004K0862K
15859,B00C6VNWTC
15864,B00F548V7U
15889,B00470NIOO
15909,B007TV53KA
15912,B00AJRKITM
15920,B0005ZXT12
15943,B0089S7U5S
15977,B001XSMANI
15989,B004M14AXQ
15996,B003P7ZMXA
16037,B000FAUOI8
16050,B00474F6VS
16052,B00FMLAKR0
16091,B003LPMAUO
16096,B0009F8JRC
16103,B000WS3APW
16127,B009M4M760
16165,B004I3Y4IE
16169,B001KWF1A6
16170,B000H9NFR4
16201,B000216TSE
16214,B000TGWXZ0
16218,B008OY7CXW
16225,B007C7IGTQ
16234,B000F409HK
16241,B003KI7U9S
16252,B004IMYBB0
16262,B007ZDITJ4
16270,B004772OWE
16283,B007F1L5CE
16284,B004AFODLI
16296,B0012S8VHS
16310,B0051NHRN4
16315,B005X7XWL4
16323,B007OSSW5Q
16359,B0000GHNUY
16403,B000P3KCD2
16404,B00CP3L91O
16413,B004TJF39Q
16419,B00CVDJSWA
16429,B00DUA6B1Y
16445,B00A4ASPWG
16453,B004Y32MNC
16463,B000Z4WRYS
16491,B000TAZPCO
16497,B007WW5E8M
16560,B002BX1HMY
16593,B004PX81RM
16594,B0040PYG9W
16604,B0000CDBPV
16611,B00E9OWZ42
16614,B00DEYEKT6
16634,B001BM6LVS
16652,B001PILVGI
16680,B00826N39Y
16686,B009A79M9O
16687,B008BRLNAA
16708,B00158KMCW
16714,B000RL88YW
16739,B00BTWIIG6
16754,B00596SCM8
16777,B004V3INE2
16780,B001L4JH5I
16781,B002GWFA64
16803,B000V6FTTU
16822,B0002IZD02
16845,B001A1TVNA
16853,B000GFYRHG
16861,B00C43N80U
16870,B005Z6MXBI
16878,B00B96KHR0
16885,B0040PUJ0M
16910,B00A8NHQ92
16913,B001L1MOOW
16932,B003Z7VYXW
16939,B001VNEDDA
16946,B004O626OO
16967,B005IVX0OY
17007,B005M4AM5M
17014,B0094IZ3V0
17051,B00G1516KG
17106,B008269HC6
17119,B004AWTR6M
17123,B004Z4PKP2
17131,B004BKM2MO
17159,B001D3LUR0
17164,B004V3IO0U
17177,B001M0AKWA
17182,B0099PC08M
17187,B000VQ9I92
17196,B002BG38R8
17201,B002B8GH74
17238,B00C1Q18G6
17245,B000HQRCDA
17252,B001O8PSRW
17273,B00FU1YVDQ
17306,B000N1ZB6Y
17309,B000EZMRP2
17336,B002DXVFAQ
17342,B0049YMAII
17363,B004WJ4XOE
17368,B001EO5Q64
17397,B003TRYMHS
17403,B001E5E4C0
17405,B00DHETWR8
17428,B003NUYCV2
17433,B004FWN1V4
17445,B000BTAREY
17447,B000Y02VZI
17455,B0041CD3W0
17468,B0040Q0TPQ
17496,B004N5FRD8
17513,B000E1D7RS
17552,B00356BR3K
17556,B009PAQ262
17590,B00GPU11HA
17602,B005HBMZ96
17629,B00JD77Z36
17664,B00DDKQI5K
17678,B000O8KKB2
17679,B003J9USLK
17687,B005ER1JI6
17705,B0043FC4GQ
17718,B000SATIZA
17743,B000E1BLK8
17747,B002UMCSY2
17757,B001EO5RZY
17801,B000M56BS8
17810,B0040PWYVO
17839,B002ATOUZA
17870,B004085MA6
17902,B001CRSR0U
17924,B000SWTKV0
17977,B0025VPE9O
18000,B00CJVQEI0
18005,B000ISZ310
18014,B0068Z37ME
18043,B000HDKZCS
18050,B00B1HL0H8
18068,B000FA393A
18069,B000VS8O86
18101,B00EWT1M4S
18114,B003LPKEPC
18158,B006BHQU6Y
18185,B002YR97BU
18186,B001M1YW0U
18192,B002GWH7QA
18197,B000LKZ9IC
18250,B007B9WAH4
18279,B0039QS4OQ
18291,B002K660GA
18300,B000G6522Y
18313,B001EQ55YU
18339,B0032ZB03G
18352,B001EYUE5C
18353,B006E0O1BY
18365,B00F3I9CBM
18371,B0014S83YC
18382,B00A3815IA
18395,B00A381JOA
18398,B007HDSPVO
18407,B002ZOKNGU
18421,B005T03EK4
18444,B000LKVIEG
18468,B00CJ6NB54
18486,B001R300WM
18503,B000UXWQMC
18529,B001NXHY8Y
18531,B001ELL5EO
18627,B00B2BIUGM
18636,B00HTOXUM0
18646,B00B9LYTT2
18649,B00A2N7DUA
18650,B0094IN7UE
18664,B004BJWTBY
18684,B00871YOJM
18709,B0013L0C6W
18712,B00CF8AT74
18718,B001XWRGS8
18722,B008CC8ULY
