item ID,source ID
39020,B00J3KA814
39042,B006ZP8UOW
39106,B00B59NX4A
39135,B009CN8VNY
39188,B000AA2SMS
39332,B00ANYXY4W
39333,B001IAWBIK
39391,B00006IRS3
39445,B004Z0S6RU
39462,B00AYA31QG
39464,B00J2LIF2S
39540,B00AZULAHC
39542,B00636FQ86
39689,B003LSTD38
39733,B0013BC7XS
39747,B004WP0HH0
39753,B0062IPIPQ
39895,B00GS8LNI6
39905,B00BWTYMPM
39917,B000GATQX6
39934,B003NSBLOK
39994,B00DTGFZNE
40014,B004EIUTFK
40032,B0055QYJJM
40056,B00C5368OC
40099,B000BR2S34
40200,B004HKIB6E
40229,B005QVY2YS
40269,B00A7J2RPA
40273,B00009W3TZ
40294,B004NNRQVQ
40445,B00EU9V3YO
40455,B0009Y7APU
40459,B00CMKOVMO
40513,B0046ID0G8
40547,B001AYGDCE
40551,B00BJIWK4G
40585,B00DIUOAO6
40695,B00006HOKR
40699,B008JJLW4M
40721,B001NJTZUS
40737,B008DFJ5QE
40752,B00AG1E86U
40837,B00DHW4HXY
40849,B008U5ZM6E
40921,B005HXFARS
41045,B00BBIQTBO
41062,B009T0NFXG
41109,B0009HN57E
41127,B002O9QM5C
41129,B007OCJWTM
41137,B00BLRJMQ4
41250,B001F7AHOG
41453,B003MTTJOY
41457,B005ARQV6U
41645,B0046SQ8VW
41708,B000V4PZBY
41831,B00BQH8UEY
41876,B0041MY32Y
41957,B000EF1JGA
42012,B0002BEVAC
42058,B009L7EEZA
42128,B009Y7PUWI
42138,B008H4JLTC
42294,B00004X10B
42298,B000LQMKDS
42341,B003R0ILX8
42446,B003E2O41M
42451,B0030L3B8E
42487,B00022VZ0K
42572,B00HULQO84
42582,B00BUXERJQ
42592,B009X3UW2G
42647,B006AR1QAA
42712,B00B0SXGMA
42739,B008D5EV3G
42801,B0092TWMLK
42933,B002HZW6WQ
42987,B002QEBMAK
42988,B005Q7L6QO
43060,B00FR6VL50
43081,B004BQKQ8A
43114,B0069R7OS4
43248,B00HZR4DNG
43297,B00C980Z2O
43374,B00CF7E0R0
43386,B003CH77U4
43396,B000WIK61I
43484,B001WB02Z4
43521,B008G2SD4E
43530,B004CFHKPC
43595,B00CO842KK
43618,B00F5NB7JK
43685,B000C42MLE
43689,B0042BZMG0
43744,B0050PL7SE
43750,B0099VB4YM
43759,B001QD8Q5Q
43998,B0040RWN0O
44029,B005EUTLYW
44124,B003ZSHNCC
44194,B009ZCDZ42
44239,B00CRB9CK4
44253,B00EIQTKAS
44262,B000A2TEWS
44273,B00005T3GH
44328,B00DWV3NM6
44359,B000WXH1Z2
44392,B002MAPSB2
44469,B008UGPBXM
44490,B000N26QVW
44520,B006HUMYCO
44564,B006P1QWOQ
44622,B0088CJT4U
44641,B001SDU6HK
44679,B003Z4G3I6
44713,B00EY50IL8
44785,B008V6TOG6
44824,B0002A9U7M
44879,B004RD4KBG
44890,B004S7Q8CA
44984,B00G0UARLQ
45166,B007ND42QK
45198,B002BBFWFO
45284,B00BI9X7UC
45354,B0013LOUC4
45361,B000MX3FOS
45374,B001MQ4OSK
45493,B00BFYUWZI
45554,B004YG7JV4
45588,B003Y2Q7QM
45604,B00894YP00
45608,B00E9N38EY
45666,B002EOD52A
45691,B00EAZSBZC
45731,B000652M6Y
45793,B001EBE1LI
45870,B0078LSTWU
45896,B007TEE90W
45952,B00DVT373E
46002,B003DVWRZE
46054,B00DWORCMU
46109,B007CSRJN4
46353,B003NGEDZG
46409,B003CP0OT2
46451,B00C5A6GOM
46558,B0050MRM40
46567,B005I7UQ4K
46570,B000GAS3K8
46603,B0015AAYZA
46699,B004SUO068
46722,B00AJHCPYI
46724,B007Y61QV0
46734,B00A2WMONW
46778,B00G13DYKI
46812,B001O4EPHA
46903,B008J1IPGS
47036,B0084ZYI88
47046,B00I86VZBG
47087,B0025VKUPM
47125,B000CRFOMK
47136,B000ASNKZY
47173,B00569K7LM
47252,B005PUBDSS
47377,B007HBLXI8
47395,B001T6K7G6
47405,B0052R7EJ6
47452,B00EPPSN50
47487,B003ELVLKU
47538,B000I1YIDQ
47580,B00DK2VX42
47623,B003CVOK28
47681,B00HQP6GUK
47685,B004EBFCOA
47695,B004RORMF6
47727,B0032FOKT2
47752,B005EOWBHC
47775,B0040FHB6C
47865,B0028LK6IU
47870,B007ZYUO7I
47968,B008U7VJ28
48076,B00BCGRRWA
48123,B0057CVH6W
48257,B000YZGCIU
48259,B0002EXJIY
48401,B001DJ9GOS
48412,B003VAHYNC
48427,B00F6X89SG
48441,B00A7U15V6
48503,B00A9044GW
48516,B001P4LBNK
48551,B007WT9SSC
48571,B006Q4EK7S
48691,B00C88RHUS
48833,B005AAVNQU
49038,B001FA0AYA
49106,B0014D2WGW
49178,B001S2PPT0
49209,B004675YOK
49243,B00006HSHY
49252,B000329HEK
49263,B0016IGN2Y
49356,B0047AFZXG
49473,B003U7KXI4
49591,B002VYWQ1Y
49723,B000A1SZ2Y
49828,B00BBD7NFU
49870,B008TLQ5RY
49965,B009RTV66C
49997,B001TH7T2U
50033,B001A5V1K2
50041,B004FLL5AY
50106,B0007U0GZM
50192,B0080DTIJ8
50336,B005CT56F8
50342,B003FXM4IA
50382,B000VE0ME4
50465,B005CLMJLU
50511,B002VKVZ1A
50574,B00C20FV78
50599,B004QK7HI8
50632,B00H2D3N0M
50661,B00BCGROJG
50678,B0007Y791C
50698,B00B0E9I4Y
50771,B002IPHA0I
50880,B00E1HIVG8
50914,B000FFLWLQ
50928,B005NTHXYY
50957,B00ANKMNXO
50991,B007CZIBV6
50997,B0092UBLTI
51035,B007X9QIXO
51054,B008YDJHWM
51230,B005ONMDYE
51232,B00BL6IIBU
51252,B000I23TTE
51299,B00884BPUE
51318,B002V8PUZO
51532,B002KN158Q
51622,B00A71CMDU
51646,B00004ZCJE
51719,B007P4YAPK
51720,B00E7O1ICO
51745,B0042LQWXW
51834,B003KN2TEY
51845,B00CZ7Q028
51883,B00547IQ8C
51999,B007Q45EF4
52034,B0063X3HOY
52168,B0000BYDKO
52182,B0084FM5JC
52231,B001HJTK5Y
52371,B009NHAEXE
52381,B0056TYRMW
52420,B003E4RP8E
52448,B005FJ7OF0
52518,B0055QYJKG
52526,B00ACVI202
52651,B001TZWNF0
52659,B004F1MU6W
52715,B000WJEUX2
52729,B00BZHAVGU
52749,B004SUO1QM
52842,B00BTMEIM4
52913,B00427FDHC
53005,B0015DYMVO
53025,B0019EQ1RW
53046,B0007Y794O
53071,B00A35WYBA
53196,B004MC3ON2
53213,B00DYQSZ68
53261,B002IKLJUK
53388,B000UD3NTC
53395,B006Y442AU
53497,B001O0DOBW
53590,B0007MWE14
53604,B00CRJVZOM
53720,B007ORX8ME
53777,B0012S4APK
53848,B00CK6ZRE6
53853,B005BZNEKM
53931,B000SKT2MO
54022,B00826FKRW
54289,B00A771ZVY
54304,B00BSPH572
54348,B002DW92IE
54350,B004YG4J9O
54363,B008RXYOKY
54403,B00G5N0T1Q
54556,B00140DBRY
54584,B00A8XAVX0
54628,B0007UQNRW
54649,B0034XRDUA
54669,B003N1ZTC2
54721,B005BKMHKU
54749,B008BBOCO0
54809,B0080FFZ8E
54837,B006G5ZVA2
54904,B004RKQM8I
54962,B00CHFRL44
54989,B005PSLFGA
55032,B009O7YZ7O
55045,B001G4VSB4
55104,B0058M0R80
55113,B00B1928FE
55142,B00416M48A
55253,B0019X20R8
55365,B00GLZYG5S
55411,B004X28I0A
55579,B00CUM6JN8
55644,B002ZKTCUW
55655,B0046SHLBI
55738,B009WXJ9RQ
55800,B009M27MB2
55832,B001RQ4Z7A
55852,B00EMKPKUE
55884,B007YK0FLS
55953,B00GS80OQ8
56154,B001OCY3RY
56206,B0015TJNEY
56285,B007RB0J9M
56312,B008THTWIW
56482,B0001MKU48
56648,B008F29MZ4
56655,B0018P7WZ2
56668,B0049SCB2Y
56751,B002I2LD40
56768,B003VSTDFG
56806,B00HFRWWAM
56810,B00CNVZDBK
56921,B000ELSXFY
56951,B001XZRTFU
56972,B0002LEMWE
56985,B0002YE6FY
57071,B0080DR3KE
57094,B003UE52ME
57167,B008HU9POC
57183,B003DSCXEW
57210,B005003WAA
57344,B003VVH8Y6
57360,B0062K951C
57362,B004861K1A
57538,B00B74SIPW
57593,B003SQEAY0
57600,B0088PUEPK
57616,B000A6PPOK
57692,B00079LOTU
57773,B0039BPG1K
57803,B006OEL7Z8
57818,B004CAGDUA
57905,B007U16ODO
57939,B005J7YA3W
57954,B008QN6V9W
57957,B004YDUZ22
58034,B004TGR89C
58125,B0007LCL6S
58235,B0079M711S
58253,B001NJO6AC
58278,B0085IZVOE
58378,B007TSREF0
58404,B0047ZH0B6
58449,B003XC19Y8
58496,B009A6PJKQ
58618,B0016RNX2I
58634,B008P7YX4Y
58670,B0096239FG
58781,B000V1VG2O
58952,B0000AAAYH
58953,B001J85BS8
59060,B008KVUAGU
59104,B003A7C9WM
59222,B008Z2661W
59245,B00FE8MKTM
59272,B007BY3PBE
59285,B00C6OBW1E
59315,B003OC6LWM
59327,B00004Z5D1
59334,B004VTAVLE
59396,B0002JUHS4
59407,B000VC7EVU
59452,B001O9X9EU
59461,B00AR95H0W
59509,B004RDDLIE
59518,B00AZR68FY
59592,B006ZZUEYQ
59600,B00AAIE01W
59635,B00GA2PLD8
59766,B0064R9H2A
59770,B007VTYYHS
59788,B004MF11MU
59870,B007HISGRW
59877,B009QHOCV6
59990,B0002U1TJY
60001,B00836XRZ8
60048,B006T9U47A
60086,B0079U1N00
60091,B00B3329WA
60102,B006WG12H6
60153,B007TYUTY2
60212,B008B9FI5E
60215,B00CO8TBNS
60225,B002UACM0Y
60315,B00AEF7RLG
60373,B001KB6Z2U
60433,B004IYJX0M
60471,B003YVJJ5Y
60549,B009XBPY9Y
60743,B004P15HD0
60754,B008AST7R6
60812,B004XXMUCQ
60820,B007X5MZKS
60824,B001L1H0SC
60918,B002N7YCHA
60943,B00B30N7AQ
61075,B004URDE5M
61176,B00E80LPWU
61192,B00006JN3G
61194,B009OZUPUC
61290,B00CUIVSNS
61319,B002LCT96Q
61352,B00B87BCGK
61392,B00E44B18I
61406,B00ANJRYDE
61417,B005HMUAY2
61418,B000A36LQ4
61453,B00B43LKV0
61522,B009019KR4
61571,B006Z69SG0
61588,B009XE0504
61628,B002IWEDSS
61629,B0016LFN2C
61639,B008FO7PQA
61648,B00DFPOV3Y
61693,B00D1YKHT6
61817,B007YUISN0
61823,B003M0NURK
61899,B00004ZCKV
